mapping_id,source_table,source_column,source_value,source_value_description,destination_table,destination_column,concept_id,concept_description,map_on_presence,override_source_data,mapping_type,mapping_criteria_value,mapping_notes,mapping_logic
,tbl_SRCode,numericunit,u/L,u/L,MEASUREMENT,unit_concept_id,8645,unit per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,U/L,U/L,MEASUREMENT,unit_concept_id,8645,unit per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,units/L,units/L,MEASUREMENT,unit_concept_id,8645,unit per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,L/min,L/min,MEASUREMENT,unit_concept_id,8698,liter per minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,l/min,l/min,MEASUREMENT,unit_concept_id,8698,liter per minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,10*9/L,10*9/L,MEASUREMENT,unit_concept_id,9444,billion per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,10^9/L,10^9/L,MEASUREMENT,unit_concept_id,9444,billion per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,x10*9/L,x10*9/L,MEASUREMENT,unit_concept_id,9444,billion per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,breath/min,breath/min,MEASUREMENT,unit_concept_id,8483,counts per minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,breaths/min,breaths/min,MEASUREMENT,unit_concept_id,8483,counts per minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,BPM,BPM,MEASUREMENT,unit_concept_id,8483,counts per minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,bpm,bpm,MEASUREMENT,unit_concept_id,8483,counts per minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,g/day,g/day,MEASUREMENT,unit_concept_id,8807,gram per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,grams/day,grams/day,MEASUREMENT,unit_concept_id,8807,gram per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,grams / day,grams / day,MEASUREMENT,unit_concept_id,8807,gram per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,g/d,g/d,MEASUREMENT,unit_concept_id,8807,gram per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,x10^6/L,x10^6/L,MEASUREMENT,unit_concept_id,9442,million per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,10^6/l,10^6/l,MEASUREMENT,unit_concept_id,9442,million per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,10*6/L,10*6/L,MEASUREMENT,unit_concept_id,9442,million per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,10^6/L,10^6/L,MEASUREMENT,unit_concept_id,9442,million per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ng/gHb,ng/gHb,MEASUREMENT,unit_concept_id,8701,nanogram per gram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,nmol/gHb,nmol/gHb,MEASUREMENT,unit_concept_id,9609,nanomole per gram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,PPM,PPM,MEASUREMENT,unit_concept_id,9387,parts per million,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Units/Day,Units/Day,MEASUREMENT,unit_concept_id,44777567,unit per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,units/24hr,units/24hr,MEASUREMENT,unit_concept_id,44777567,unit per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,units/day,units/day,MEASUREMENT,unit_concept_id,44777567,unit per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,g/dL,g/dL,MEASUREMENT,unit_concept_id,8713,gram per deciliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,g/dl,g/dl,MEASUREMENT,unit_concept_id,8713,gram per deciliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Ku/L,Ku/L,MEASUREMENT,unit_concept_id,8810,kilounit per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ku/L,ku/L,MEASUREMENT,unit_concept_id,8810,kilounit per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,KU/L,KU/L,MEASUREMENT,unit_concept_id,8810,kilounit per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,kU/L,kU/L,MEASUREMENT,unit_concept_id,8810,kilounit per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,L/24hr,L/24hr,MEASUREMENT,unit_concept_id,8857,liter per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ug/g,ug/g,MEASUREMENT,unit_concept_id,8720,microgram per gram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,umol/mol,umol/mol,MEASUREMENT,unit_concept_id,9674,micromole per mole,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mg/gFaeces,mg/gFaeces,MEASUREMENT,unit_concept_id,8723,milligram per gram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mmol/mol,mmol/mol,MEASUREMENT,unit_concept_id,9579,millimole per mole,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ng/L,ng/L,MEASUREMENT,unit_concept_id,8725,nanogram per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,nmol/l,nmol/l,MEASUREMENT,unit_concept_id,8736,nanomole per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,nmol/L,nmol/L,MEASUREMENT,unit_concept_id,8736,nanomole per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,pmol/l,pmol/l,MEASUREMENT,unit_concept_id,8729,picomole per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,pmol/L,pmol/L,MEASUREMENT,unit_concept_id,8729,picomole per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,10^12/L,10^12/L,MEASUREMENT,unit_concept_id,8734,trillion per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,u/dL,u/dL,MEASUREMENT,unit_concept_id,44777568,unit per deciliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,U/dL,U/dL,MEASUREMENT,unit_concept_id,44777568,unit per deciliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,kUa/L,kUa/L,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,umol/umol,umol/umol,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,pmol/ml/hr,pmol/ml/hr,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Uom L/min,Uom L/min,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,x10^-10M,x10^-10M,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,AU/ml,AU/ml,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Micrograms per 100ml,Micrograms per 100ml,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Hu/ml,Hu/ml,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,log unit,log unit,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Steps,Steps,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,kAU/L,kAU/L,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,au/mL,au/mL,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,packs,packs,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,(stage),(stage),MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,People,People,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,levels,levels,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,/40,/40,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,kua/L,kua/L,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,pmol/p/hr,pmol/p/hr,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,kUA/L,kUA/L,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,KAU/L,KAU/L,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,KUA/L,KUA/L,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,%(A+B>50),%(A+B>50),MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,g/kg/day,g/kg/day,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,CPMS,CPMS,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,pmol/8 x 10*8 red blood cells,pmol/8 x 10*8 red blood cells,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,AU/mL,AU/mL,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mm^3,mm^3,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,/6,/6,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,GBP,GBP,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,pack years,pack years,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mmol/L/unit of insulin,mmol/L/unit of insulin,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,pmol/mL/h,pmol/mL/h,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,pmol/mU,pmol/mU,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,nmol/10*9plts,nmol/10*9plts,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ug Hb/g Faeces,ug Hb/g Faeces,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,pmol/mIU,pmol/mIU,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,of cycle,of cycle,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mgA/L,mgA/L,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Index,Index,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mg/100ml,mg/100ml,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,cylinders,cylinders,MEASUREMENT,unit_concept_id,0,No matching concept,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ug/L,ug/L,MEASUREMENT,unit_concept_id,8748,microgram per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,umol/L,umol/L,MEASUREMENT,unit_concept_id,8749,micromole per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,umol/l,umol/l,MEASUREMENT,unit_concept_id,8749,micromole per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,micromol/l,micromol/l,MEASUREMENT,unit_concept_id,8749,micromole per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Umol/L,Umol/L,MEASUREMENT,unit_concept_id,8749,micromole per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mg/l,mg/l,MEASUREMENT,unit_concept_id,8751,milligram per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mg/L,mg/L,MEASUREMENT,unit_concept_id,8751,milligram per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mm/hr,mm/hr,MEASUREMENT,unit_concept_id,8752,millimeter per hour,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mmol/l,mmol/l,MEASUREMENT,unit_concept_id,8753,millimole per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mmol/L,mmol/L,MEASUREMENT,unit_concept_id,8753,millimole per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mu/L,mu/L,MEASUREMENT,unit_concept_id,44777578,milliunit per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mU/L,mU/L,MEASUREMENT,unit_concept_id,44777578,milliunit per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mu/l,mu/l,MEASUREMENT,unit_concept_id,44777578,milliunit per liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,U/mL,U/mL,MEASUREMENT,unit_concept_id,8763,unit per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,u/ml,u/ml,MEASUREMENT,unit_concept_id,8763,unit per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,U/ml,U/ml,MEASUREMENT,unit_concept_id,8763,unit per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,u/mL,u/mL,MEASUREMENT,unit_concept_id,8763,unit per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,units/ml,units/ml,MEASUREMENT,unit_concept_id,8763,unit per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,cells/uL,cells/uL,MEASUREMENT,unit_concept_id,8784,cells per microliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ug/min,ug/min,MEASUREMENT,unit_concept_id,8774,microgram per minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,copies/mL,copies/mL,MEASUREMENT,unit_concept_id,8799,copies per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mL/min,mL/min,MEASUREMENT,unit_concept_id,8795,milliliter per minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ml/min,ml/min,MEASUREMENT,unit_concept_id,8795,milliliter per minute,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,nmol/day,nmol/day,MEASUREMENT,unit_concept_id,44777627,nanomole per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,nmol/d,nmol/d,MEASUREMENT,unit_concept_id,44777627,nanomole per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,nmol/24hr,nmol/24hr,MEASUREMENT,unit_concept_id,44777627,nanomole per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ug/day,ug/day,MEASUREMENT,unit_concept_id,8906,microgram per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,umol/d,umol/d,MEASUREMENT,unit_concept_id,8907,micromole per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,umol/24h,umol/24h,MEASUREMENT,unit_concept_id,8907,micromole per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,umol/24hr,umol/24hr,MEASUREMENT,unit_concept_id,8907,micromole per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mg/d,mg/d,MEASUREMENT,unit_concept_id,8909,milligram per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mg/day,mg/day,MEASUREMENT,unit_concept_id,8909,milligram per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mmol/d,mmol/d,MEASUREMENT,unit_concept_id,8910,millimole per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mmol/24hrs,mmol/24hrs,MEASUREMENT,unit_concept_id,8910,millimole per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mmol/24h,mmol/24h,MEASUREMENT,unit_concept_id,8910,millimole per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mmol/24hr,mmol/24hr,MEASUREMENT,unit_concept_id,8910,millimole per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,10*6/mL,10*6/mL,MEASUREMENT,unit_concept_id,8816,million per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,10^6/mL,10^6/mL,MEASUREMENT,unit_concept_id,8816,million per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,MoM,MoM,MEASUREMENT,unit_concept_id,8494,multiple of the median,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ng/dL,ng/dL,MEASUREMENT,unit_concept_id,8817,nanogram per deciliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ug/dL,ug/dL,MEASUREMENT,unit_concept_id,8837,microgram per deciliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,umol/mmol,umol/mmol,MEASUREMENT,unit_concept_id,44777656,micromole per millimole,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mg/dL,mg/dL,MEASUREMENT,unit_concept_id,8840,milligram per deciliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mg/mg,mg/mg,MEASUREMENT,unit_concept_id,9565,milligram per milligram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mg/mmol,mg/mmol,MEASUREMENT,unit_concept_id,44777612,milligram per millimole,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ml/day,ml/day,MEASUREMENT,unit_concept_id,8930,milliliter per 24 hours,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mmol/mmol,mmol/mmol,MEASUREMENT,unit_concept_id,44777618,millimole per millimole,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ng/ml,ng/ml,MEASUREMENT,unit_concept_id,8842,nanogram per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ng/mL,ng/mL,MEASUREMENT,unit_concept_id,8842,nanogram per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,pg/ml,pg/ml,MEASUREMENT,unit_concept_id,8845,picogram per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,pg/mL,pg/mL,MEASUREMENT,unit_concept_id,8845,picogram per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ug/ml,ug/ml,MEASUREMENT,unit_concept_id,8859,microgram per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,ug/mL,ug/mL,MEASUREMENT,unit_concept_id,8859,microgram per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mosm/kg,mosm/kg,MEASUREMENT,unit_concept_id,8862,milliosmole per kilogram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mosmol/kg,mosmol/kg,MEASUREMENT,unit_concept_id,8862,milliosmole per kilogram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,Kg/m�,Kg/m�,MEASUREMENT,unit_concept_id,9531,kilogram per square meter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mmHg,mmHg,MEASUREMENT,unit_concept_id,8876,millimeter mercury column,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mm Hg,mm Hg,MEASUREMENT,unit_concept_id,8876,millimeter mercury column,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,mm/Hg,mm/Hg,MEASUREMENT,unit_concept_id,8876,millimeter mercury column,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,g/cm2,g/cm2,MEASUREMENT,unit_concept_id,32701,gram per square centimeter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,g/cm�,g/cm�,MEASUREMENT,unit_concept_id,32701,gram per square centimeter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,nmol/gHb/hour,nmol/gHb/hour,MEASUREMENT,unit_concept_id,44777629,nanomole per hour and gram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,nmol/gHb/h,nmol/gHb/h,MEASUREMENT,unit_concept_id,44777629,nanomole per hour and gram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,eU/mL,eU/mL,MEASUREMENT,unit_concept_id,8695,Ehrlich unit per milliliter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,IU/g Hb,IU/g Hb,MEASUREMENT,unit_concept_id,9333,international unit per gram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,iu/g(Hb),iu/g(Hb),MEASUREMENT,unit_concept_id,9333,international unit per gram,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,nmol/L/h,nmol/L/h,MEASUREMENT,unit_concept_id,44777630,nanomole per hour and liter,false,,MEASUREMENT_unit_concept_id,,,
,tbl_SRCode,numericunit,U/g Hb,U/g Hb,MEASUREMENT,unit_concept_id,9651,unit per gram of hemoglobin,false,,MEASUREMENT_unit_concept_id,,,
